"Recip_County","Recip_State","Month","Year","Total","Lat","Long","Cases"
"Lincoln County","NM",11,2021,688685,33.740841,-105.449805,97665
"Lincoln County","NV",11,2021,115485,37.634605,-114.863037,20437
"Lincoln County","OK",11,2021,826594,35.703117,-96.881392,148962
"Lincoln County","OR",11,2021,2054936,44.641061,-123.911212,103841
"Lincoln County","SD",11,2021,2102612,43.27942,-96.722286,318677
"Lincoln County","TN",11,2021,839249,35.142784,-86.593403,203296
"Lincoln County","WA",11,2021,330899,47.582743,-118.417692,43636
"Lincoln County","WI",11,2021,871705,45.333148,-89.73224,140578
"Lincoln County","WV",11,2021,251151,38.17177,-82.077623,93085
"Lincoln County","WY",11,2021,475340,42.229993,-110.682961,87034
"Linn County","IA",11,2021,8581905,42.077951,-91.597674,933607
"Linn County","MO",11,2021,325310,39.86444,-93.108019,56334
"Linn County","OR",11,2021,4183441,44.488898,-122.537208,423208
"Lipscomb County","TX",11,2021,66268,36.2802,-100.272683,12621
"Little River County","AR",11,2021,291223,33.701941,-94.236287,63158
"Live Oak County","TX",11,2021,301488,28.351535,-98.126961,52740
"Livingston County","IL",11,2021,1039142,40.894376,-88.552852,184335
"Livingston County","MI",11,2021,6626885,42.602532,-83.911718,779421
"Livingston County","MO",11,2021,391427,39.778587,-93.548201,78421
"Livingston County","NY",11,2021,2131461,42.729042,-77.778463,197389
"Llano County","TX",11,2021,655609,30.707584,-98.68469,79424
"Logan County","AR",11,2021,587987,35.218654,-93.72091,110683
"Logan County","CO",11,2021,482557,40.728091,-103.090464,148077
"Logan County","IL",11,2021,892513,40.129277,-89.365309,152890
"Logan County","ND",11,2021,39011,46.469278,-99.504585,9986
"Logan County","NE",11,2021,4455,41.542155,-100.443665,3029
"Logan County","OH",11,2021,1095378,40.387553,-83.766343,195455
"Logan County","OK",11,2021,964983,35.914277,-97.450952,185837
"Logan County","WV",11,2021,685749,37.830591,-81.940853,166226
"Long County","GA",11,2021,100424,31.749563,-81.74287,53140
"Lonoke County","AR",11,2021,2053169,34.755114,-91.894132,365213
"Lorain County","OH",11,2021,10956419,41.438805,-82.179722,1160988
"Los Alamos County","NM",11,2021,944078,35.870047,-106.307968,25788
"Los Angeles County","CA",11,2021,409555860,34.196398,-118.261862,45387792
"Loudon County","TN",11,2021,2016927,35.735085,-84.314085,279532
"Loudoun County","VA",11,2021,17061899,39.0812,-77.638898,1050611
"Louisa County","IA",11,2021,329984,41.218211,-91.256994,52402
"Louisa County","VA",11,2021,970004,37.972704,-77.959795,101603
"Loup County","NE",11,2021,5488,41.903183,-99.509852,1929
"Love County","OK",11,2021,261742,33.957804,-97.245093,60417
"Loving County","TX",11,2021,0,31.844936,-103.561229,240
"Lowndes County","AL",11,2021,292155,32.147888,-86.650586,53341
"Lowndes County","GA",11,2021,2006475,30.833145,-83.268995,642508
"Lowndes County","MS",11,2021,1744002,33.471424,-88.439723,336565
"Lubbock County","TX",11,2021,8837111,33.611469,-101.819944,2003269
"Lucas County","IA",11,2021,225966,41.033344,-93.331467,36135
"Lucas County","OH",11,2021,13930193,41.682321,-83.468903,1788024
"Luce County","MI",11,2021,161233,46.510988,-85.517552,49749
"Lumpkin County","GA",11,2021,118781,34.56814,-83.998925,146630
"Luna County","NM",11,2021,981702,32.184523,-107.747191,129086
"Lunenburg County","VA",11,2021,349262,36.945555,-78.240528,34910
"Luzerne County","PA",11,2021,12302908,41.173078,-75.976053,1304153
"Lycoming County","PA",11,2021,3625807,41.343882,-77.055262,540416
"Lyman County","SD",11,2021,139669,43.894812,-99.841925,23190
"Lynn County","TX",11,2021,135405,33.178412,-101.818493,25609
"Lyon County","IA",11,2021,277629,43.38358,-96.207201,60619
"Lyon County","MN",11,2021,814789,44.409195,-95.847268,149967
"Lyon County","NV",11,2021,1395270,39.022213,-119.197425,208202
"Mackinac County","MI",11,2021,479800,46.167868,-85.303762,41934
"Macomb County","MI",11,2021,28388923,42.671553,-82.911456,3936227
"Macon County","AL",11,2021,521541,32.387027,-85.692887,73118
"Macon County","GA",11,2021,167524,32.362686,-84.051231,40233
"Macon County","IL",11,2021,3146573,39.860237,-88.961529,479577
"Macon County","MO",11,2021,351965,39.829795,-92.56434,67627
"Macon County","NC",11,2021,1273782,35.152959,-83.421901,152023
"Macon County","TN",11,2021,451118,36.537757,-86.00096,165397
"Macoupin County","IL",11,2021,1423058,39.265914,-89.92633,220545
"Madera County","CA",11,2021,4837570,37.209821,-119.749802,766748
"Madison County","AL",11,2021,13478396,34.764238,-86.55108,1591021
"Madison County","AR",11,2021,422290,36.012545,-93.724053,76230
"Madison County","FL",11,2021,490423,30.447233,-83.470416,108276
"Madison County","GA",11,2021,427242,34.128526,-83.203737,150618
"Madison County","IA",11,2021,505450,41.330622,-94.015184,68537
"Madison County","ID",11,2021,1152053,43.788614,-111.656993,267426
"Madison County","IL",11,2021,9189715,38.82712,-89.900227,1244503
"Madison County","IN",11,2021,3904441,40.166203,-85.722454,596080
"Madison County","MO",11,2021,276540,37.474481,-90.343413,72148
"Madison County","MS",11,2021,3920803,32.63437,-90.03416,444411
"Madison County","MT",11,2021,226654,45.32529,-111.913791,40294
"Madison County","NC",11,2021,723033,35.864206,-82.712631,85644
"Madison County","NE",11,2021,439028,41.909929,-97.606856,185702
"Madison County","NY",11,2021,2468378,42.910026,-75.663575,207009
"Madison County","OH",11,2021,1279405,39.89661,-83.400887,186992
"Madison County","TN",11,2021,3092997,35.606056,-88.833424,536415
"Madison County","TX",11,2021,341000,30.966878,-95.930372,75031
"Madison County","VA",11,2021,429933,38.412059,-78.276961,31403
"Mahaska County","IA",11,2021,555772,41.330797,-92.636366,105699
"Mahnomen County","MN",11,2021,190608,47.328387,-95.811089,30204
"Mahoning County","OH",11,2021,7364753,41.01088,-80.770396,997180
"Major County","OK",11,2021,221242,36.313119,-98.542015,40216
"Malheur County","OR",11,2021,830932,43.188625,-117.603191,175891
"Manatee County","FL",11,2021,14694097,27.475556,-82.393144,1953817
"Manistee County","MI",11,2021,846330,44.245268,-86.327537,81815
"Manitowoc County","WI",11,2021,2709224,44.156137,-87.577352,386480
"Marathon County","WI",11,2021,4606019,44.898036,-89.757823,697314
"Marengo County","AL",11,2021,631494,32.247591,-87.791091,102425
"Maricopa County","AZ",11,2021,147499757,33.345176,-112.49893,23128692
"Maries County","MO",11,2021,192957,38.162615,-91.923601,30948
"Marin County","CA",11,2021,13030431,38.051367,-122.746396,545227
"Marinette County","WI",11,2021,1230960,45.346899,-87.991198,227729
"Marion County","AL",11,2021,648079,34.138219,-87.881551,160666
"Marion County","AR",11,2021,359495,36.266664,-92.678577,66402
"Marion County","FL",11,2021,12179049,29.202805,-82.0431,1711069
"Marion County","GA",11,2021,96224,32.359312,-84.528735,29335
"Marion County","IA",11,2021,1010018,41.331433,-93.093868,162604
"Marion County","IL",11,2021,951591,38.648236,-88.920362,217469
"Marion County","IN",11,2021,30857070,39.782976,-86.135794,4210730
"Marion County","MO",11,2021,692357,39.807538,-91.635379,160322
"Marion County","MS",11,2021,653157,31.230167,-89.821712,127637
"Marion County","OH",11,2021,1769936,40.588034,-83.168803,378291
"Marion County","OR",11,2021,12573170,44.900898,-122.57626,1167921
"Marion County","SC",11,2021,868272,34.08362,-79.354001,165125
"Marion County","TN",11,2021,773971,35.133422,-85.618399,175308
"Marion County","TX",11,2021,236324,32.798182,-94.356853,35585
"Marion County","WV",11,2021,435236,39.505839,-80.243402,259363
"Mariposa County","CA",11,2021,0,37.574343,-119.911721,45494
"Marlboro County","SC",11,2021,661569,34.60167,-79.679435,146251
"Marquette County","MI",11,2021,2475526,46.656596,-87.584028,258373
"Marquette County","WI",11,2021,474013,43.826053,-89.409095,75268
"Marshall County","AL",11,2021,2640753,34.309564,-86.321668,561261
"Marshall County","IA",11,2021,1455936,42.0417,-92.981403,197976
"Marshall County","IL",11,2021,371461,41.031119,-89.342371,44012
"Marshall County","IN",11,2021,1197465,41.325003,-86.269036,255847
"Marshall County","MN",11,2021,268993,48.362728,-96.357761,43702
"Marshall County","MS",11,2021,1108119,34.76619,-89.504231,197726
"Marshall County","OK",11,2021,461314,34.027007,-96.770533,83636
"Marshall County","SD",11,2021,151283,45.737044,-97.58087,14550
"Marshall County","TN",11,2021,861561,35.468329,-86.765868,207704
"Marshall County","WV",11,2021,241013,39.854426,-80.671794,165092
"Martin County","FL",11,2021,6146250,27.083604,-80.398201,607453
"Martin County","IN",11,2021,293061,38.705322,-86.801847,44018
"Martin County","MN",11,2021,622104,43.677173,-94.547096,108977
"Martin County","NC",11,2021,704011,35.847301,-77.119602,111094
"Martin County","TX",11,2021,110762,32.30983,-101.961836,25285
"Mason County","IL",11,2021,406207,40.236993,-89.913575,66411
"Mason County","MI",11,2021,1008252,43.957196,-86.442937,109720
"Mason County","TX",11,2021,117716,30.703916,-99.237302,17283
"Mason County","WA",11,2021,2305021,47.350832,-123.173103,186130
"Mason County","WV",11,2021,604619,38.770914,-82.029007,113525
"Massac County","IL",11,2021,318130,37.216119,-88.705658,67701
"Matagorda County","TX",11,2021,1013064,28.77476,-96.001532,183049
"Mathews County","VA",11,2021,315288,37.425348,-76.268808,27106
"Maui County","HI",11,2021,0,20.855931,-156.60155,304165
"Maury County","TN",11,2021,3577100,35.615696,-87.077763,588450
"Maverick County","TX",11,2021,3019586,28.729787,-100.316678,385496
"Mayes County","OK",11,2021,1074025,36.303804,-95.235638,206589
"McClain County","OK",11,2021,1162694,35.016436,-97.449803,226998
"McCone County","MT",11,2021,17075,47.629628,-105.757222,8696
"McCook County","SD",11,2021,184473,43.680416,-97.358048,28657
"McCormick County","SC",11,2021,334136,33.897599,-82.316196,41518
"McCulloch County","TX",11,2021,178965,31.205477,-99.359856,28478
"McCurtain County","OK",11,2021,703327,34.117073,-94.766086,174012
"McDonald County","MO",11,2021,451980,36.627955,-94.343716,121495
"McDonough County","IL",11,2021,838574,40.455808,-90.678954,116957
"McDowell County","NC",11,2021,1423671,35.682271,-82.048044,262574
"McDowell County","WV",11,2021,295336,37.38276,-81.658204,91464
"McDuffie County","GA",11,2021,262698,33.480613,-82.479533,106472
"McHenry County","IL",11,2021,11581308,42.324298,-88.452245,1110203
"McHenry County","ND",11,2021,135639,48.233842,-100.633267,29289
"McIntosh County","GA",11,2021,327315,31.485629,-81.372141,51422
"McIntosh County","ND",11,2021,65062,46.108682,-99.416487,14852
"McIntosh County","OK",11,2021,636234,35.369108,-95.671787,87695
"McKean County","PA",11,2021,1228061,41.81459,-78.572463,166223
"McKenzie County","ND",11,2021,198992,47.742475,-103.403215,72644
"McKinley County","NM",11,2021,3599272,35.584062,-108.253294,480298
"McLean County","IL",11,2021,6185913,40.494559,-88.844539,724639
"McLean County","ND",11,2021,254395,47.653206,-101.421914,58935
"McLennan County","TX",11,2021,7705086,31.549596,-97.201511,1282327
"McLeod County","MN",11,2021,1166490,44.821657,-94.272323,199722
"McMinn County","TN",11,2021,1243378,35.424472,-84.619949,319236
"McMullen County","TX",11,2021,19906,28.384922,-98.578853,3512
"McNairy County","TN",11,2021,725965,35.175375,-88.56374,141661
"McPherson County","NE",11,2021,1932,41.648414,-101.120851,1517
"McPherson County","SD",11,2021,20399,45.784249,-99.211421,10291
"Meade County","SD",11,2021,925287,44.605282,-102.714169,142742
"Meagher County","MT",11,2021,54204,46.5857,-110.92174,7982
"Mecklenburg County","NC",11,2021,42591529,35.246862,-80.833832,4798811
"Mecklenburg County","VA",11,2021,802759,36.687256,-78.368959,105263
"Mecosta County","MI",11,2021,1029364,43.635295,-85.332751,157497
"Medina County","OH",11,2021,6441452,41.116174,-81.899764,717187
"Medina County","TX",11,2021,1649465,29.353661,-99.111085,209068
"Meeker County","MN",11,2021,620512,45.123155,-94.527346,120756
"Meigs County","OH",11,2021,583262,39.089807,-82.028397,87059
"Meigs County","TN",11,2021,498946,35.512203,-84.816102,66286
"Mellette County","SD",11,2021,40894,43.581334,-100.75521,9874
"Menard County","IL",11,2021,400615,40.022569,-89.794133,54720
"Menard County","TX",11,2021,65670,30.885268,-99.858861,10236
"Mendocino County","CA",11,2021,3401660,39.432388,-123.442881,247997
"Menominee County","MI",11,2021,947126,45.535568,-87.501457,109020
"Menominee County","WI",11,2021,200188,44.991304,-88.669251,29375
"Merced County","CA",11,2021,8817152,37.194806,-120.722802,1340021
"Mercer County","IL",11,2021,521599,41.205605,-90.74177,65912
"Mercer County","MO",11,2021,74741,40.421413,-93.567631,13590
"Mercer County","ND",11,2021,186678,47.307147,-101.833328,54328
"Mercer County","NJ",11,2021,15137387,40.282503,-74.703724,1216544
"Mercer County","OH",11,2021,893578,40.535333,-84.632059,196681
"Mercer County","PA",11,2021,3726268,41.300014,-80.252786,444908
"Mercer County","WV",11,2021,1601276,37.403448,-81.106456,276204
"Meriwether County","GA",11,2021,336173,33.029267,-84.667058,90005
"Merrick County","NE",11,2021,187689,41.16979,-98.031057,34192
"Merrimack County","NH",11,2021,6582864,43.299579,-71.680041,455842
"Mesa County","CO",11,2021,4373444,39.019524,-108.460571,791035
"Miami County","IN",11,2021,862344,40.772883,-86.044258,187029
"Miami County","OH",11,2021,2873506,40.053326,-84.228413,495354
"Miami-Dade County","FL",11,2021,137577204,25.616009,-80.50375,20268507
"Middlesex County","MA",11,2021,74014476,42.481718,-71.394916,4959169
"Middlesex County","NJ",11,2021,34767231,40.439621,-74.40743,3246691
"Middlesex County","VA",11,2021,392670,37.606975,-76.528082,28851
"Midland County","MI",11,2021,2820799,43.648203,-84.379414,338248
"Midland County","TX",11,2021,4511969,31.814269,-102.002454,868113
"Mifflin County","PA",11,2021,1426893,40.601615,-77.651832,231660
"Milam County","TX",11,2021,652701,30.791242,-96.984395,113382
"Millard County","UT",11,2021,337241,38.956744,-113.133092,68645
"Mille Lacs County","MN",11,2021,856570,45.929043,-93.632996,145116
"Miller County","AR",11,2021,816187,33.305505,-93.901502,197438
"Miller County","GA",11,2021,83333,31.162931,-84.730398,37326
"Miller County","MO",11,2021,500105,38.21668,-92.429876,124350
"Mills County","IA",11,2021,473724,41.033703,-95.619101,64276
"Mills County","TX",11,2021,127722,31.494888,-98.594623,25685
"Milwaukee County","WI",11,2021,34113706,42.912643,-87.862312,4692167
"Miner County","SD",11,2021,70147,44.021541,-97.608122,10813
"Mineral County","CO",11,2021,35782,37.549067,-107.003236,4251
"Mineral County","MT",11,2021,139994,47.129687,-115.085385,21918
"Mineral County","NV",11,2021,150414,38.516647,-118.416279,17748
"Mineral County","WV",11,2021,623589,39.404781,-78.95669,144366
"Mingo County","WV",11,2021,401683,37.721161,-82.158989,143308
"Minidoka County","ID",11,2021,458828,42.857211,-113.63984,96452
"Minnehaha County","SD",11,2021,7513423,43.667472,-96.795726,1162693
"Missaukee County","MI",11,2021,410408,44.325424,-85.085471,59211
"Mississippi County","AR",11,2021,973674,35.766944,-90.052207,254892
"Mississippi County","MO",11,2021,339055,36.826264,-89.295929,68374
"Missoula County","MT",11,2021,4425459,47.027263,-113.892691,509873
"Mitchell County","GA",11,2021,308979,31.228997,-84.192038,102627
"Mitchell County","IA",11,2021,296113,43.348564,-92.784466,52695
"Mitchell County","NC",11,2021,443959,36.013102,-82.163554,63392
"Mitchell County","TX",11,2021,179524,32.304117,-100.924392,29373
"Mobile County","AL",11,2021,12138112,30.684572,-88.196568,2214129
"Modoc County","CA",11,2021,0,41.592918,-120.71837,29197
"Moffat County","CO",11,2021,330310,40.610864,-108.217154,62706
"Mohave County","AZ",11,2021,5250234,35.717705,-113.749689,1045020
"Moniteau County","MO",11,2021,340419,38.633037,-92.583642,80529
"Monmouth County","NJ",11,2021,24686056,40.287048,-74.152446,2854536
"Mono County","CA",11,2021,0,37.915836,-118.875167,53524
"Monona County","IA",11,2021,267264,42.049432,-95.956566,35401
"Monongalia County","WV",11,2021,1189117,39.633645,-80.059074,418638
"Monroe County","AL",11,2021,560103,31.580332,-87.383266,100574
"Monroe County","AR",11,2021,225697,34.679512,-91.20331,35979
"Monroe County","FL",11,2021,3461889,25.58612,-81.022603,319910
"Monroe County","GA",11,2021,226395,33.018784,-83.921837,127338
"Monroe County","IA",11,2021,203197,41.028847,-92.869642,42155
"Monroe County","IL",11,2021,1212143,38.277983,-90.179078,162823
"Monroe County","IN",11,2021,5058787,39.160729,-86.52331,477605
"Monroe County","MI",11,2021,4873865,41.916097,-83.487106,669347
"Monroe County","MO",11,2021,224480,39.49827,-92.006458,41061
"Monroe County","MS",11,2021,1038000,33.89003,-88.485038,207532
"Monroe County","NY",11,2021,30217418,43.250347,-77.700518,2758747
"Monroe County","OH",11,2021,349950,39.726253,-81.090983,67640
"Monroe County","PA",11,2021,6234506,41.05624,-75.329065,621007
"Monroe County","TN",11,2021,1174362,35.447818,-84.249705,295237
"Monroe County","WI",11,2021,1404737,43.945175,-90.619969,211811
"Monroe County","WV",11,2021,263577,37.554062,-80.550329,65329
"Montague County","TX",11,2021,415815,33.678356,-97.725014,93841
"Montcalm County","MI",11,2021,1526424,43.312782,-85.149468,351956
"Monterey County","CA",11,2021,17392358,36.240104,-121.315578,1557921
"Montezuma County","CO",11,2021,966780,37.338025,-108.595786,109826
"Montgomery County","AL",11,2021,7227912,32.202881,-86.204461,1031649
"Montgomery County","AR",11,2021,198329,34.545656,-93.664153,34443
"Montgomery County","GA",11,2021,136133,32.172108,-82.533349,46216
"Montgomery County","IA",11,2021,322989,41.021735,-95.15779,47115
"Montgomery County","IL",11,2021,850060,39.228068,-89.478141,154834
"Montgomery County","IN",11,2021,1015208,40.040296,-86.892715,199123
"Montgomery County","MO",11,2021,331965,38.935184,-91.465427,47139
"Montgomery County","MS",11,2021,315961,33.500714,-89.639625,54280
"Montgomery County","NC",11,2021,693038,35.327548,-79.910752,138628
"Montgomery County","NY",11,2021,1866908,42.900891,-74.435357,201127
"Montgomery County","OH",11,2021,16914980,39.753736,-84.290591,2322241
"Montgomery County","PA",11,2021,40795952,40.209999,-75.370201,2674668
"Montgomery County","TN",11,2021,6954322,36.500354,-87.380887,998050
"Montgomery County","TX",11,2021,19217619,30.298801,-95.50295,2661628
"Montgomery County","VA",11,2021,2750656,37.175538,-80.387794,359499
"Montmorency County","MI",11,2021,295147,45.024134,-84.130107,33999
"Montour County","PA",11,2021,845516,41.029284,-76.665225,80991
"Montrose County","CO",11,2021,1183815,38.407507,-108.266282,187603
"Moody County","SD",11,2021,187670,44.012429,-96.676054,24517
"Moore County","NC",11,2021,3560822,35.308272,-79.492725,415332
"Moore County","TN",11,2021,84998,35.288888,-86.358684,43406
"Moore County","TX",11,2021,577449,35.835676,-101.890502,106950
"Mora County","NM",11,2021,172080,35.982841,-104.921898,11620
"Morgan County","AL",11,2021,3099375,34.454484,-86.846402,666978
"Morgan County","CO",11,2021,779636,40.263159,-103.81221,112536
"Morgan County","GA",11,2021,283248,33.598696,-83.499435,102705
"Morgan County","IL",11,2021,1055528,39.717668,-90.205005,161922
"Morgan County","IN",11,2021,2198512,39.482646,-86.447457,296948
"Morgan County","MO",11,2021,456225,38.420806,-92.874835,81049
"Morgan County","OH",11,2021,341724,39.624946,-81.861697,60725
"Morgan County","TN",11,2021,647613,36.138697,-84.639262,116131
"Morgan County","UT",11,2021,358470,41.091027,-111.577885,58246
"Morgan County","WV",11,2021,86731,39.557345,-78.256517,66713
"Morrill County","NE",11,2021,90770,41.732204,-102.990594,25594
"Morris County","NJ",11,2021,22193511,40.858896,-74.547292,1786772
"Morris County","TX",11,2021,308689,33.116466,-94.731265,49781
"Morrison County","MN",11,2021,932523,46.020484,-94.266619,190301
"Morrow County","OH",11,2021,827662,40.525266,-82.797729,146537
"Morrow County","OR",11,2021,364654,45.425496,-119.602311,58079
"Morton County","ND",11,2021,806181,46.710819,-101.298265,234513
"Motley County","TX",11,2021,22507,34.057899,-100.793152,5033
"Moultrie County","IL",11,2021,360904,39.636896,-88.625726,75617
"Mountrail County","ND",11,2021,271541,48.210073,-102.364895,59866
"Mower County","MN",11,2021,1389512,43.666249,-92.759514,210280
"Multnomah County","OR",11,2021,37132950,45.547711,-122.417363,1763133
"Murray County","GA",11,2021,408923,34.797097,-84.73799,229597
"Murray County","MN",11,2021,253882,44.015594,-95.761581,44071
"Murray County","OK",11,2021,374058,34.485766,-97.071557,79862
"Muscatine County","IA",11,2021,1471503,41.483776,-91.118699,195880
"Muscogee County","GA",11,2021,4237192,32.510197,-84.874946,732618
"Muskegon County","MI",11,2021,5365631,43.428739,-86.420908,775654
"Muskingum County","OH",11,2021,2350576,39.966046,-81.943506,474593
"Muskogee County","OK",11,2021,2110837,35.617551,-95.383911,408940
"Musselshell County","MT",11,2021,92253,46.505281,-108.439763,20380
"Nacogdoches County","TX",11,2021,1753531,31.62056,-94.62025,235951
"Nance County","NE",11,2021,28554,41.402385,-97.991408,16793
"Nantucket County","MA",11,2021,0,41.293392,-70.102164,58972
"Napa County","CA",11,2021,6136984,38.5071,-122.325904,397069
"Nash County","NC",11,2021,3262091,35.965945,-77.987555,463362
"Nassau County","FL",11,2021,3004506,30.605963,-81.765087,453606
"Nassau County","NY",11,2021,63314240,40.729612,-73.589414,6616841
"Natrona County","WY",11,2021,2063713,42.977645,-106.768219,471933
"Navajo County","AZ",11,2021,4617341,35.390785,-110.321025,695382
"Navarro County","TX",11,2021,1319875,32.048448,-96.476909,264375
"Nelson County","ND",11,2021,116623,47.918667,-98.204428,16837
"Nelson County","VA",11,2021,507821,37.789079,-78.88344,42415
"Nemaha County","NE",11,2021,130729,40.387389,-95.852721,29168
"Neshoba County","MS",11,2021,690908,32.752518,-89.119274,201042
"Nevada County","AR",11,2021,224811,33.666699,-93.305072,41822
"Nevada County","CA",11,2021,3691930,39.297508,-120.771343,291428
"New Castle County","DE",11,2021,21987174,39.575915,-75.644132,2531426
"New Hanover County","NC",11,2021,9113387,34.183445,-77.864204,870889
"New Kent County","VA",11,2021,705857,37.51016,-76.999331,75421
"New Madrid County","MO",11,2021,337567,36.594261,-89.655948,101393
"Newaygo County","MI",11,2021,1235896,43.562712,-85.791372,217243
"Newberry County","SC",11,2021,1188864,34.289881,-81.599676,228562
"Newport County","RI",11,2021,3747759,41.501045,-71.283063,272369
"Newton County","AR",11,2021,157688,35.910742,-93.215898,35750
"Newton County","GA",11,2021,1291663,33.552751,-83.85136,494570
"Newton County","IN",11,2021,255136,40.962399,-87.402172,51369
"Newton County","MO",11,2021,888012,36.908371,-94.335034,237315
"Newton County","MS",11,2021,646864,32.40197,-89.118412,117486
"Newton County","TX",11,2021,203966,30.786718,-93.73925,28405
"Nez Perce County","ID",11,2021,1245110,46.333791,-116.760909,188362
"Niagara County","NY",11,2021,7909818,43.272672,-78.812943,797844
"Nicholas County","WV",11,2021,514412,38.291432,-80.797515,120533
"Nicollet County","MN",11,2021,1202596,44.35882,-94.245684,145276
"Niobrara County","WY",11,2021,42588,43.062159,-104.468373,13423
"Noble County","IN",11,2021,1074901,41.404679,-85.417271,258265
"Noble County","OH",11,2021,352049,39.767232,-81.452493,63479
"Noble County","OK",11,2021,407564,36.384901,-97.236335,57788
"Nobles County","MN",11,2021,735628,43.677686,-95.763132,153542
"Nodaway County","MO",11,2021,618457,40.361136,-94.883146,108153
"Nolan County","TX",11,2021,358911,32.312338,-100.418108,75312
"Norfolk County","MA",11,2021,31870740,42.171738,-71.18111,2001129
"Norman County","MN",11,2021,221410,47.329453,-96.463776,29712
"Northampton County","NC",11,2021,557856,36.421774,-77.398352,78557
"Northampton County","PA",11,2021,13102970,40.752791,-75.307447,1395383
"Northampton County","VA",11,2021,484185,37.302775,-75.924018,35013
"Northumberland County","PA",11,2021,3254644,40.851524,-76.709877,415688
"Northumberland County","VA",11,2021,396686,37.856974,-76.379687,37022
"Nottoway County","VA",11,2021,399713,37.141167,-78.053866,79249
"Nowata County","OK",11,2021,263962,36.789615,-95.613312,54263
"Noxubee County","MS",11,2021,334145,33.106606,-88.566152,56431
"Nuckolls County","NE",11,2021,115470,40.176492,-98.046842,19564
"Nueces County","TX",11,2021,12123129,27.740032,-97.516214,1864414
"Nye County","NV",11,2021,1256134,37.965864,-116.459011,143783
"Oakland County","MI",11,2021,48067085,42.660452,-83.38421,4710555
"Obion County","TN",11,2021,716690,36.361892,-89.148078,202198
"Ocean County","NJ",11,2021,19515657,39.865669,-74.258864,2952658
"Oceana County","MI",11,2021,814337,43.603954,-86.467177,122293
"Ochiltree County","TX",11,2021,224815,36.278744,-100.815864,47098
"Oconee County","GA",11,2021,514554,33.834125,-83.437728,173929
"Oconee County","SC",11,2021,2123779,34.748766,-83.06154,473381
"Oconto County","WI",11,2021,1146011,44.996575,-88.206516,227953
"Ogemaw County","MI",11,2021,546463,44.33328,-84.128073,87185
"Oglala Lakota County","SD",11,2021,566189,43.333393,-102.561486,74423
"Ogle County","IL",11,2021,1653543,42.041884,-89.320176,242416
"Oglethorpe County","GA",11,2021,260010,33.866806,-83.074081,66940
"Ohio County","IN",11,2021,257478,38.940527,-84.964299,26529
"Ohio County","WV",11,2021,418817,40.100323,-80.6199,191194
"Okaloosa County","FL",11,2021,7356192,30.614325,-86.59108,1038256
"Okanogan County","WA",11,2021,1655400,48.548453,-119.742235,163915
"Okeechobee County","FL",11,2021,1158538,27.385592,-80.887388,222026
"Okfuskee County","OK",11,2021,325578,35.466804,-96.327762,70621
"Oklahoma County","OK",11,2021,30662643,35.554611,-97.409401,3636715
"Okmulgee County","OK",11,2021,971100,35.6435,-95.965947,183180
"Oktibbeha County","MS",11,2021,1486425,33.422313,-88.876151,215638
"Oldham County","TX",11,2021,43981,35.401921,-102.59762,11132
"Oliver County","ND",11,2021,28634,47.118079,-101.33142,6597
"Olmsted County","MN",11,2021,6745913,43.9995,-92.410096,614457
"Oneida County","ID",11,2021,107966,42.183895,-112.520449,17113
"Oneida County","NY",11,2021,8077179,43.242727,-75.434282,936966
"Oneida County","WI",11,2021,1343105,45.716176,-89.534533,164890
"Onondaga County","NY",11,2021,19178104,43.006516,-76.196134,1695509
"Onslow County","NC",11,2021,7003409,34.763109,-77.499469,908421
"Ontario County","NY",11,2021,4246848,42.856357,-77.303497,321318
"Ontonagon County","MI",11,2021,233893,46.835325,-89.276912,19944
"Orange County","CA",11,2021,130542326,33.675687,-117.777207,9921119
"Orange County","FL",11,2021,56501004,28.514391,-81.323284,6874717
"Orange County","IN",11,2021,637379,38.547381,-86.489257,93593
"Orange County","NC",11,2021,7013217,36.062525,-79.120033,361578
"Orange County","NY",11,2021,14518961,41.40241,-74.306252,1804668
"Orange County","TX",11,2021,1803419,30.122323,-93.8941,413531
"Orange County","VA",11,2021,971368,38.249326,-78.011092,116132
"Orange County","VT",11,2021,887869,44.003373,-72.369579,47279
"Orangeburg County","SC",11,2021,2773183,33.436135,-80.802913,441670
"Oregon County","MO",11,2021,193123,36.68531,-91.401827,41655
"Orleans County","NY",11,2021,1268107,43.339906,-78.207028,151564
"Orleans County","VT",11,2021,910191,44.828442,-72.25163,95309
"Osage County","MO",11,2021,316014,38.464253,-91.859504,67056
"Osage County","OK",11,2021,978810,36.624299,-96.408112,211245
"Osceola County","FL",11,2021,16036522,28.059027,-81.139312,2161589
"Osceola County","MI",11,2021,564723,43.997552,-85.322283,100238
"Oscoda County","MI",11,2021,204226,44.687257,-84.126905,31300
"Oswego County","NY",11,2021,3943729,43.461443,-76.209262,395091
"Otero County","CO",11,2021,497093,37.88417,-103.72126,89192
"Otero County","NM",11,2021,2344673,32.615599,-105.751308,278417
"Otoe County","NE",11,2021,425785,40.637992,-96.131027,63105
"Otsego County","MI",11,2021,788572,45.021787,-84.576603,109745
"Otsego County","NY",11,2021,2082210,42.629776,-75.028841,150728
"Ottawa County","MI",11,2021,9518550,43.054969,-86.219349,1366387
"Ottawa County","OH",11,2021,1425371,41.545495,-83.012613,158246
