"Recip_County","Recip_State","Lat","Long","Cases"
"Houston County","GA",32.458147,-83.662309,11671486
"Houston County","MN",43.66699,-91.501556,1288370
"Houston County","TN",36.285782,-87.705598,842593
"Houston County","TX",31.323036,-95.4216,1299682
"Howard County","AR",34.083064,-93.990931,1201068
"Howard County","IA",43.365312,-92.321908,691209
"Howard County","IN",40.483537,-86.114118,7648784
"Howard County","MO",39.143365,-92.695926,712693
"Howard County","NE",41.216851,-98.513342,385366
"Howard County","TX",32.30343,-101.438721,2789533
"Howell County","MO",36.774369,-91.887368,2763376
"Hubbard County","MN",47.095551,-94.91329,1467519
"Hudson County","NJ",40.731375,-74.078601,54633248
"Hudspeth County","TX",31.450868,-105.377549,332957
"Huerfano County","CO",37.687815,-104.959928,362657
"Hughes County","OK",35.052934,-96.251183,839970
"Hughes County","SD",44.384452,-99.975684,1572610
"Humboldt County","CA",40.706655,-123.926176,4613319
"Humboldt County","IA",42.782221,-94.202775,860539
"Humboldt County","NV",41.407914,-118.127591,1059839
"Humphreys County","MS",33.130996,-90.523421,664666
"Humphreys County","TN",36.040822,-87.790453,1442636
"Hunt County","TX",33.123308,-96.08423,4822311
"Hunterdon County","NJ",40.565283,-74.911969,6832948
"Huntingdon County","PA",40.422311,-77.968595,3517231
"Huntington County","IN",40.826394,-85.478597,3286335
"Huron County","MI",43.907616,-82.857045,2492960
"Huron County","OH",41.14508,-82.594641,4281980
"Hutchinson County","SD",43.33671,-97.749383,586930
"Hutchinson County","TX",35.837047,-101.362746,1801674
"Hyde County","NC",35.408157,-76.153687,426932
"Hyde County","SD",44.537174,-99.472736,99348
"Ida County","IA",42.39186,-95.507421,612644
"Idaho County","ID",45.849644,-115.467337,976061
"Imperial County","CA",33.040814,-115.3554,20224158
"Independence County","AR",35.737499,-91.559942,3136133
"Indian River County","FL",27.700528,-80.574789,9934636
"Indiana County","PA",40.651432,-79.087545,4859689
"Ingham County","MI",42.603534,-84.373811,17573378
"Inyo County","CA",36.56216,-117.404209,1171877
"Ionia County","MI",42.94465,-85.073766,6106315
"Iosco County","MI",44.386912,-83.380141,1427736
"Iowa County","IA",41.683918,-92.059123,1105112
"Iowa County","WI",43.001021,-90.133691,1555730
"Iredell County","NC",35.806251,-80.874524,14140298
"Irion County","TX",31.303424,-100.981304,107858
"Iron County","MI",46.170254,-88.540526,781522
"Iron County","MO",37.625971,-90.699587,651092
"Iron County","UT",37.909304,-113.30674,4412494
"Iron County","WI",46.32655,-90.261298,475158
"Iroquois County","IL",40.748867,-87.833601,2243557
"Irwin County","GA",31.604306,-83.277037,666281
"Isabella County","MI",43.645233,-84.839424,4475775
"Isanti County","MN",45.562431,-93.296339,3026315
"Island County","WA",48.158554,-122.670649,2130209
"Isle of Wight County","VA",36.901418,-76.707569,2203369
"Issaquena County","MS",32.755539,-91.003535,101725
"Itasca County","MN",47.490817,-93.611102,3223562
"Itawamba County","MS",34.281075,-88.363127,2287964
"Izard County","AR",36.094879,-91.913625,1258691
"Jack County","TX",33.23216,-98.171177,457386
"Jackson County","AL",34.764114,-85.980056,4874559
"Jackson County","AR",35.596467,-91.223205,2159197
"Jackson County","CO",40.663432,-106.329248,48493
"Jackson County","FL",30.789249,-85.208814,4734145
"Jackson County","GA",34.130905,-83.562557,6958140
"Jackson County","IA",42.164226,-90.574582,1521497
"Jackson County","IL",37.786096,-89.381212,4250734
"Jackson County","IN",38.911957,-86.042516,3746365
"Jackson County","MI",42.248474,-84.420868,13748688
"Jackson County","MN",43.671111,-95.149731,747868
"Jackson County","MO",39.005364,-94.343211,28747570
"Jackson County","MS",30.456005,-88.625101,11154325
"Jackson County","NC",35.285454,-83.123966,2752950
"Jackson County","OH",39.013477,-82.614142,2541161
"Jackson County","OK",34.594006,-99.412235,2094819
"Jackson County","OR",42.411621,-122.675611,10810623
"Jackson County","SD",43.677506,-101.626323,204543
"Jackson County","TN",36.35425,-85.674128,983872
"Jackson County","TX",28.959802,-96.58908,1209003
"Jackson County","WI",44.32459,-90.79951,1870031
"Jackson County","WV",38.834234,-81.677717,1832612
"James City County","VA",37.324837,-76.777888,3785466
"Jasper County","GA",33.316981,-83.689151,1011147
"Jasper County","IA",41.685551,-93.054147,2879151
"Jasper County","IL",39.004886,-88.150725,842586
"Jasper County","IN",41.017688,-87.118814,2764965
"Jasper County","MO",37.205197,-94.337259,6774594
"Jasper County","MS",32.016748,-89.119176,1579857
"Jasper County","SC",32.43059,-81.021627,1815159
"Jasper County","TX",30.752932,-94.022294,1890813
"Jay County","IN",40.434956,-85.002331,1487494
"Jeff Davis County","GA",31.811615,-82.636825,1342397
"Jeff Davis County","TX",30.625357,-104.191873,100580
"Jefferson County","AL",33.553444,-86.896536,57284626
"Jefferson County","AR",34.277239,-91.929673,6249839
"Jefferson County","CO",39.579511,-105.245462,34742911
"Jefferson County","FL",30.396898,-83.921761,1174806
"Jefferson County","GA",33.058176,-82.420004,1292120
"Jefferson County","IA",41.006376,-91.966628,1034047
"Jefferson County","ID",43.796965,-112.318588,2003742
"Jefferson County","IL",38.30078,-88.92421,3301196
"Jefferson County","IN",38.783604,-85.44009,2661386
"Jefferson County","MO",38.25763,-90.543681,16911731
"Jefferson County","MS",31.733633,-91.043878,472874
"Jefferson County","MT",46.124232,-112.059428,806044
"Jefferson County","NE",40.175736,-97.143103,429460
"Jefferson County","NY",43.996389,-76.052968,5045699
"Jefferson County","OH",40.399384,-80.763527,4291274
"Jefferson County","OK",34.105082,-97.83889,452674
"Jefferson County","OR",44.645151,-121.178632,1919742
"Jefferson County","PA",41.138028,-79.012419,2562030
"Jefferson County","TN",36.048452,-83.441216,4692865
"Jefferson County","TX",29.854,-94.149331,14711758
"Jefferson County","WA",47.805708,-123.527057,595764
"Jefferson County","WI",43.013804,-88.773985,6699945
"Jefferson County","WV",39.307398,-77.86322,3739044
"Jefferson Davis County","MS",31.564808,-89.827086,850714
"Jenkins County","GA",32.794563,-81.971524,556850
"Jennings County","IN",38.996229,-85.628103,1972243
"Jerauld County","SD",44.06341,-98.62317,164929
"Jerome County","ID",42.691395,-114.262086,1923135
"Jersey County","IL",39.080195,-90.361385,1910340
"Jim Hogg County","TX",27.053231,-98.747572,570307
"Jim Wells County","TX",27.733516,-98.090814,3372719
"Jo Daviess County","IL",42.362391,-90.21147,1253782
"Johnson County","AR",35.573359,-93.466322,2159630
"Johnson County","GA",32.694584,-82.66397,762464
"Johnson County","IA",41.670668,-91.590529,10249519
"Johnson County","IL",37.460709,-88.882131,1206831
"Johnson County","IN",39.496092,-86.094264,13148319
"Johnson County","MO",38.741528,-93.811863,3656850
"Johnson County","NE",40.394955,-96.265264,368724
"Johnson County","TN",36.453203,-81.861247,1708063
"Johnson County","TX",32.379654,-97.364906,13730710
"Johnson County","WY",44.044048,-106.588541,568938
"Johnston County","NC",35.513419,-78.367348,16514748
"Johnston County","OK",34.313455,-96.654254,960697
"Jones County","GA",33.021664,-83.562196,1567969
"Jones County","IA",42.125118,-91.116914,1951736
"Jones County","MS",31.616601,-89.168532,6507950
"Jones County","NC",35.032268,-77.356195,638816
"Jones County","SD",43.951991,-100.686138,63489
"Jones County","TX",32.743709,-99.87443,1674469
"Josephine County","OR",42.386983,-123.57162,4003960
"Juab County","UT",39.71412,-112.790471,930814
"Judith Basin County","MT",47.032558,-110.30532,69665
"Juneau County","WI",43.932836,-90.113984,2368992
"Juniata County","PA",40.530673,-77.400438,1488397
"Kalamazoo County","MI",42.246266,-85.532854,16400829
"Kalawao County","HI",21.218764,-156.97401,520
"Kalkaska County","MI",44.678881,-85.088992,906896
"Kanabec County","MN",45.94776,-93.297788,1045012
"Kanawha County","WV",38.328068,-81.523516,12406513
"Kandiyohi County","MN",45.152714,-95.004981,4456767
"Kane County","IL",41.939594,-88.42804,39268047
"Kane County","UT",37.275089,-111.815329,442492
"Kankakee County","IL",41.13951,-87.861117,9577069
"Karnes County","TX",28.908996,-97.852205,1749826
"Kauai County","HI",22.012038,-159.705965,1808511
"Kaufman County","TX",32.598944,-96.288377,11344253
"Kay County","OK",36.814885,-97.143862,3751231
"Kearney County","NE",40.50912,-98.947602,428216
"Keith County","NE",41.194245,-101.644449,494745
"Kemper County","MS",32.750136,-88.625631,697134
"Kendall County","IL",41.58814,-88.430626,9393352
"Kendall County","TX",29.943525,-98.709269,2420190
"Kenedy County","TX",26.890213,-97.591143,27188
"Kenosha County","WI",42.587526,-87.879996,13374911
"Kent County","DE",39.097088,-75.502982,13796566
"Kent County","MI",43.032497,-85.547446,49881277
"Kent County","RI",41.675118,-71.580282,13212970
"Kent County","TX",33.18478,-100.76972,66383
"Keokuk County","IA",41.331182,-92.167721,684844
"Kern County","CA",35.346629,-118.729506,75526701
"Kerr County","TX",30.059953,-99.353339,3127853
"Kershaw County","SC",34.338356,-80.590885,5941545
"Kewaunee County","WI",44.605677,-87.448008,1905414
"Keweenaw County","MI",47.367297,-88.351332,140314
"Keya Paha County","NE",42.87548,-99.718351,38157
"Kidder County","ND",46.938273,-99.731198,180579
"Kimball County","NE",41.199274,-103.703153,272425
"Kimble County","TX",30.479472,-99.746396,211038
"King and Queen County","VA",37.717772,-76.905581,310789
"King County","TX",33.614268,-100.245345,10718
"King County","WA",47.490552,-121.833977,92665636
"King George County","VA",38.27718,-77.162636,1346943
"King William County","VA",37.70826,-77.091054,978673
"Kingfisher County","OK",35.949436,-97.934557,1349262
"Kings County","CA",36.072478,-119.81553,16820059
"Kingsbury County","SD",44.362969,-97.499313,477605
"Kinney County","TX",29.347086,-100.4177,239361
"Kiowa County","CO",38.387663,-102.756849,91766
"Kiowa County","OK",34.921489,-98.981617,586181
"Kit Carson County","CO",39.30534,-102.603023,484047
"Kitsap County","WA",47.639595,-122.649634,8742255
"Kittitas County","WA",47.124441,-120.676709,2370070
"Kittson County","MN",48.77604,-96.780349,331700
"Klamath County","OR",42.683761,-121.646168,3711326
"Kleberg County","TX",27.438735,-97.66062,2084731
"Klickitat County","WA",45.870446,-120.779305,870423
"Knox County","IL",40.930945,-90.213792,3912701
"Knox County","IN",38.688381,-87.420358,3118139
"Knox County","MO",40.136856,-92.146835,275111
"Knox County","NE",42.634404,-97.891349,603646
"Knox County","OH",40.40362,-82.422393,3755562
"Knox County","TN",35.992726,-83.937721,38125629
"Knox County","TX",33.61189,-99.730356,170115
"Koochiching County","MN",48.245374,-93.782896,730512
"Kootenai County","ID",47.675957,-116.695919,13282691
"Kosciusko County","IN",41.244293,-85.861575,6527429
"Kossuth County","IA",43.212356,-94.213965,1372446
"La Crosse County","WI",43.908222,-91.111758,10065179
"La Paz County","AZ",33.72761,-114.038806,1663910
"La Plata County","CO",37.287367,-107.839718,3265549
"La Salle County","TX",28.351098,-99.096774,697772
"Lac qui Parle County","MN",44.999856,-96.176836,542037
"Lackawanna County","PA",41.436636,-75.608768,12549145
"Laclede County","MO",37.659698,-92.594843,2593468
"Lafayette County","AR",33.240629,-93.611514,406513
"Lafayette County","FL",29.990066,-83.17851,1059736
"Lafayette County","MO",39.068705,-93.802639,2367057
"Lafayette County","MS",34.353078,-89.485385,4531122
"Lafayette County","WI",42.655578,-90.130292,1174471
"LaGrange County","IN",41.642462,-85.427845,1898709
"Lake County","CA",39.108009,-122.745217,3106977
"Lake County","CO",39.205341,-106.350079,548266
"Lake County","FL",28.764113,-81.712282,24641893
"Lake County","IL",42.185968,-87.805939,46087180
"Lake County","IN",41.472247,-87.374337,35971292
"Lake County","MI",43.995187,-85.8114,491652
"Lake County","MN",47.517111,-91.411704,603187
"Lake County","MT",47.642901,-114.083687,1832716
"Lake County","OH",41.778142,-81.19733,15029008
"Lake County","OR",42.788401,-120.38979,391787
"Lake County","SD",44.02845,-97.123223,840922
"Lake County","TN",36.333905,-89.485536,1039196
"Lake of the Woods County","MN",48.7681,-94.904633,228333
"Lamar County","AL",33.787085,-88.087431,1108029
"Lamar County","GA",33.07444,-84.146689,1550860
"Lamar County","MS",31.197586,-89.506369,5088157
"Lamar County","TX",33.667263,-95.570348,4158205
"Lamb County","TX",34.068861,-102.348018,1502805
"Lamoille County","VT",44.611192,-72.632659,808697
"LaMoure County","ND",46.464195,-98.526057,350027
"Lampasas County","TX",31.196731,-98.240889,1635859
"Lancaster County","NE",40.783547,-96.688658,22864838
"Lancaster County","PA",40.041992,-76.250198,37171001
"Lancaster County","SC",34.686818,-80.703688,7663239
"Lancaster County","VA",37.704843,-76.412663,528259
"Lander County","NV",39.90021,-117.04724,361892
"Lane County","OR",43.928334,-122.897581,13594668
"Langlade County","WI",45.254863,-89.06707,1631678
"Lanier County","GA",31.038197,-83.063164,669056
"Lapeer County","MI",43.088633,-83.224325,6272721
"LaPorte County","IN",41.549013,-86.744739,8118247
"Laramie County","WY",41.29283,-104.660395,7752276
"Larimer County","CO",40.658093,-105.486764,20775405
"Las Animas County","CO",37.318831,-104.04411,954466
"LaSalle County","IL",41.343341,-88.885931,8663782
"Lassen County","CA",40.715287,-120.621223,3755262
"Latah County","ID",46.81892,-116.730974,2173630
"Latimer County","OK",34.875137,-95.272262,676689
"Lauderdale County","AL",34.904168,-87.651108,7182410
"Lauderdale County","MS",32.403998,-88.660449,5717641
"Lauderdale County","TN",35.762951,-89.627732,2449520
"Laurens County","GA",32.39322,-82.926317,4313754
"Laurens County","SC",34.483676,-82.005498,5482014
"Lavaca County","TX",29.382578,-96.923633,1555176
"Lawrence County","AL",34.529776,-87.321865,2279358
"Lawrence County","AR",36.041098,-91.101153,1615038
"Lawrence County","IL",38.718954,-87.730221,1723193
"Lawrence County","IN",38.839815,-86.48782,3613577
"Lawrence County","MO",37.10659,-93.830551,2530076
"Lawrence County","MS",31.550009,-90.10753,1049100
"Lawrence County","OH",38.603866,-82.517186,4840289
"Lawrence County","PA",40.992735,-80.334446,5579483
"Lawrence County","SD",44.348514,-103.806362,2154912
"Lawrence County","TN",35.220476,-87.396546,4462166
"Le Flore County","OK",34.897356,-94.695074,3947968
"Le Sueur County","MN",44.373421,-93.730106,2026915
"Lea County","NM",32.795687,-103.413271,6701025
"Leake County","MS",32.76063,-89.52225,2000140
"Lebanon County","PA",40.371448,-76.464819,11041751
"Lee County","AL",32.604064,-85.353048,11835040
"Lee County","AR",34.779505,-90.779717,1082496
"Lee County","FL",26.563273,-81.984182,56459033
"Lee County","GA",31.818419,-84.146681,2184098
"Lee County","IA",40.647588,-91.477157,2679136
"Lee County","IL",41.747447,-89.299362,2721714
"Lee County","MS",34.29237,-88.682439,7922428
"Lee County","NC",35.476336,-79.172117,4631070
"Lee County","SC",34.15864,-80.251209,1323588
"Lee County","TX",30.321498,-96.976823,1409785
"Lee County","VA",36.701721,-83.130112,1811425
"Leelanau County","MI",45.146182,-86.051574,953466
"Leflore County","MS",33.54979,-90.294934,2423073
"Lehigh County","PA",40.614241,-75.590627,26769264
"Lemhi County","ID",44.928506,-113.887042,404448
"Lenawee County","MI",41.896022,-84.074356,7588908
"Lenoir County","NC",35.240066,-77.635514,4584073
"Leon County","FL",30.45931,-84.2778,24888958
"Leon County","TX",31.300493,-95.995622,1159773
"Levy County","FL",29.271854,-82.831233,2997149
"Lewis and Clark County","MT",47.132013,-112.373367,5258269
"Lewis County","ID",46.236328,-116.42376,343922
"Lewis County","MO",40.084559,-91.728803,802042
"Lewis County","NY",43.782681,-75.44414,1857795
"Lewis County","TN",35.523244,-87.496983,1159580
"Lewis County","WA",46.580071,-122.377444,4545478
"Lewis County","WV",38.988877,-80.495477,1309211
"Lexington County","SC",33.899246,-81.266118,26634043
"Liberty County","FL",30.259849,-84.86858,824219
"Liberty County","GA",31.807458,-81.457871,3421488
"Liberty County","MT",48.559654,-111.036924,110460
"Liberty County","TX",30.158508,-94.844061,5756619
"Licking County","OH",40.091505,-82.483435,12392251
"Limestone County","AL",34.810239,-86.981399,7578132
"Limestone County","TX",31.547543,-96.593623,1755845
"Lincoln County","AR",33.956385,-91.742355,1942463
"Lincoln County","CO",38.99374,-103.507555,688065
"Lincoln County","GA",33.792151,-82.448299,551384
"Lincoln County","ID",42.990782,-114.153089,348546
"Lincoln County","MN",44.408238,-96.272032,398303
"Lincoln County","MO",39.062255,-90.962916,4560011
"Lincoln County","MS",31.535216,-90.453566,2699183
"Lincoln County","MT",48.552385,-115.463185,1397644
"Lincoln County","NC",35.488491,-81.226893,7330889
"Lincoln County","NE",41.050322,-100.744481,2760001
"Lincoln County","NM",33.740841,-105.449805,1460926
"Lincoln County","NV",37.634605,-114.863037,267726
"Lincoln County","OK",35.703117,-96.881392,2382743
"Lincoln County","OR",44.641061,-123.911212,1602170
"Lincoln County","SD",43.27942,-96.722286,5478545
"Lincoln County","TN",35.142784,-86.593403,3170919
"Lincoln County","WA",47.582743,-118.417692,569663
"Lincoln County","WI",45.333148,-89.73224,2287779
"Lincoln County","WV",38.17177,-82.077623,1385403
"Lincoln County","WY",42.229993,-110.682961,1185866
"Linn County","IA",42.077951,-91.597674,15680891
"Linn County","MO",39.86444,-93.108019,844087
"Linn County","OR",44.488898,-122.537208,6065427
"Lipscomb County","TX",36.2802,-100.272683,220164
"Little River County","AR",33.701941,-94.236287,978610
"Live Oak County","TX",28.351535,-98.126961,778677
"Livingston County","IL",40.894376,-88.552852,3297840
"Livingston County","MI",42.602532,-83.911718,12515571
"Livingston County","MO",39.778587,-93.548201,1251233
"Livingston County","NY",42.729042,-77.778463,3264490
"Llano County","TX",30.707584,-98.68469,1205606
"Logan County","AR",35.218654,-93.72091,1667158
"Logan County","CO",40.728091,-103.090464,2529030
"Logan County","IL",40.129277,-89.365309,2796846
"Logan County","ND",46.469278,-99.504585,160944
"Logan County","NE",41.542155,-100.443665,51639
"Logan County","OH",40.387553,-83.766343,3016007
"Logan County","OK",35.914277,-97.450952,3139022
"Logan County","WV",37.830591,-81.940853,2593826
"Long County","GA",31.749563,-81.74287,778150
"Lonoke County","AR",34.755114,-91.894132,5871145
"Lorain County","OH",41.438805,-82.179722,19382014
"Los Alamos County","NM",35.870047,-106.307968,554036
"Los Angeles County","CA",34.196398,-118.261862,851851287
"Loudon County","TN",35.735085,-84.314085,4441820
"Loudoun County","VA",39.0812,-77.638898,19343271
"Louisa County","IA",41.218211,-91.256994,863742
"Louisa County","VA",37.972704,-77.959795,1681904
"Loup County","NE",41.903183,-99.509852,28796
"Love County","OK",33.957804,-97.245093,1002672
"Loving County","TX",31.844936,-103.561229,21162
"Lowndes County","AL",32.147888,-86.650586,904269
"Lowndes County","GA",30.833145,-83.268995,9806362
"Lowndes County","MS",33.471424,-88.439723,5203531
"Lubbock County","TX",33.611469,-101.819944,33300700
"Lucas County","IA",41.033344,-93.331467,557194
"Lucas County","OH",41.682321,-83.468903,30115257
"Luce County","MI",46.510988,-85.517552,813434
"Lumpkin County","GA",34.56814,-83.998925,2265321
"Luna County","NM",32.184523,-107.747191,2204032
"Lunenburg County","VA",36.945555,-78.240528,601049
"Luzerne County","PA",41.173078,-75.976053,21899300
"Lycoming County","PA",41.343882,-77.055262,8408998
"Lyman County","SD",43.894812,-99.841925,416525
"Lynn County","TX",33.178412,-101.818493,450304
"Lyon County","IA",43.38358,-96.207201,998409
"Lyon County","MN",44.409195,-95.847268,2391553
"Lyon County","NV",39.022213,-119.197425,2917249
"Mackinac County","MI",46.167868,-85.303762,613573
"Macomb County","MI",42.671553,-82.911456,66597040
"Macon County","AL",32.387027,-85.692887,1175892
"Macon County","GA",32.362686,-84.051231,647033
"Macon County","IL",39.860237,-88.961529,8539952
"Macon County","MO",39.829795,-92.56434,1125548
"Macon County","NC",35.152959,-83.421901,2276017
"Macon County","TN",36.537757,-86.00096,2628599
"Macoupin County","IL",39.265914,-89.92633,3694277
"Madera County","CA",37.209821,-119.749802,12498453
"Madison County","AL",34.764238,-86.55108,26333661
"Madison County","AR",36.012545,-93.724053,1194159
"Madison County","FL",30.447233,-83.470416,1704177
"Madison County","GA",34.128526,-83.203737,2299235
"Madison County","IA",41.330622,-94.015184,1069708
"Madison County","ID",43.788614,-111.656993,4484951
"Madison County","IL",38.82712,-89.900227,21748631
"Madison County","IN",40.166203,-85.722454,9820114
"Madison County","MO",37.474481,-90.343413,1161967
"Madison County","MS",32.63437,-90.03416,7446033
"Madison County","MT",45.32529,-111.913791,576976
"Madison County","NC",35.864206,-82.712631,1339738
"Madison County","NE",41.909929,-97.606856,3075448
"Madison County","NY",42.910026,-75.663575,3541512
"Madison County","OH",39.89661,-83.400887,3064848
"Madison County","TN",35.606056,-88.833424,8701994
"Madison County","TX",30.966878,-95.930372,1259667
"Madison County","VA",38.412059,-78.276961,544144
"Mahaska County","IA",41.330797,-92.636366,1621139
"Mahnomen County","MN",47.328387,-95.811089,459541
"Mahoning County","OH",41.01088,-80.770396,16226567
"Major County","OK",36.313119,-98.542015,708554
"Malheur County","OR",43.188625,-117.603191,2638678
"Manatee County","FL",27.475556,-82.393144,29425010
"Manistee County","MI",44.245268,-86.327537,1312055
"Manitowoc County","WI",44.156137,-87.577352,6396061
"Marathon County","WI",44.898036,-89.757823,11928937
"Marengo County","AL",32.247591,-87.791091,1692705
"Maricopa County","AZ",33.345176,-112.49893,388292022
"Maries County","MO",38.162615,-91.923601,493405
"Marin County","CA",38.051367,-122.746396,10302841
"Marinette County","WI",45.346899,-87.991198,3549942
"Marion County","AL",34.138219,-87.881551,2441398
"Marion County","AR",36.266664,-92.678577,983100
"Marion County","FL",29.202805,-82.0431,25251436
"Marion County","GA",32.359312,-84.528735,450020
"Marion County","IA",41.331433,-93.093868,2529186
"Marion County","IL",38.648236,-88.920362,3559885
"Marion County","IN",39.782976,-86.135794,71283488
"Marion County","MO",39.807538,-91.635379,2567813
"Marion County","MS",31.230167,-89.821712,2080463
"Marion County","OH",40.588034,-83.168803,6242409
"Marion County","OR",44.900898,-122.57626,18567505
"Marion County","SC",34.08362,-79.354001,2604793
"Marion County","TN",35.133422,-85.618399,2577399
"Marion County","TX",32.798182,-94.356853,491049
"Marion County","WV",39.505839,-80.243402,3871140
"Mariposa County","CA",37.574343,-119.911721,651595
"Marlboro County","SC",34.60167,-79.679435,2398429
"Marquette County","MI",46.656596,-87.584028,4432954
"Marquette County","WI",43.826053,-89.409095,1184439
"Marshall County","AL",34.309564,-86.321668,8861815
"Marshall County","IA",42.0417,-92.981403,3245583
"Marshall County","IL",41.031119,-89.342371,783254
"Marshall County","IN",41.325003,-86.269036,4149852
"Marshall County","MN",48.362728,-96.357761,649258
"Marshall County","MS",34.76619,-89.504231,3168281
"Marshall County","OK",34.027007,-96.770533,1409143
"Marshall County","SD",45.737044,-97.58087,247618
"Marshall County","TN",35.468329,-86.765868,3191177
"Marshall County","WV",39.854426,-80.671794,2608901
"Martin County","FL",27.083604,-80.398201,9474971
"Martin County","IN",38.705322,-86.801847,672233
"Martin County","MN",43.677173,-94.547096,1677703
"Martin County","NC",35.847301,-77.119602,1762496
"Martin County","TX",32.30983,-101.961836,419651
"Mason County","IL",40.236993,-89.913575,1141093
"Mason County","MI",43.957196,-86.442937,1712314
"Mason County","TX",30.703916,-99.237302,268630
"Mason County","WA",47.350832,-123.173103,2876515
"Mason County","WV",38.770914,-82.029007,1742855
"Massac County","IL",37.216119,-88.705658,1097125
"Matagorda County","TX",28.77476,-96.001532,2746777
"Mathews County","VA",37.425348,-76.268808,434249
"Maui County","HI",20.855931,-156.60155,5901803
"Maury County","TN",35.615696,-87.077763,9386586
"Maverick County","TX",28.729787,-100.316678,6844356
"Mayes County","OK",36.303804,-95.235638,3163977
"McClain County","OK",35.016436,-97.449803,3713550
"McCone County","MT",47.629628,-105.757222,129111
"McCook County","SD",43.680416,-97.358048,498453
"McCormick County","SC",33.897599,-82.316196,688621
"McCulloch County","TX",31.205477,-99.359856,424559
"McCurtain County","OK",34.117073,-94.766086,2723372
"McDonald County","MO",36.627955,-94.343716,1936229
"McDonough County","IL",40.455808,-90.678954,2080928
"McDowell County","NC",35.682271,-82.048044,4022368
"McDowell County","WV",37.38276,-81.658204,1412976
"McDuffie County","GA",33.480613,-82.479533,1687419
"McHenry County","IL",42.324298,-88.452245,21038608
"McHenry County","ND",48.233842,-100.633267,444629
"McIntosh County","GA",31.485629,-81.372141,730729
"McIntosh County","ND",46.108682,-99.416487,234342
"McIntosh County","OK",35.369108,-95.671787,1463111
"McKean County","PA",41.81459,-78.572463,2525671
"McKenzie County","ND",47.742475,-103.403215,1046059
"McKinley County","NM",35.584062,-108.253294,8315285
"McLean County","IL",40.494559,-88.844539,13612304
"McLean County","ND",47.653206,-101.421914,912412
"McLennan County","TX",31.549596,-97.201511,19399819
"McLeod County","MN",44.821657,-94.272323,3132961
"McMinn County","TN",35.424472,-84.619949,4961983
"McMullen County","TX",28.384922,-98.578853,56562
"McNairy County","TN",35.175375,-88.56374,2222712
"McPherson County","NE",41.648414,-101.120851,22340
"McPherson County","SD",45.784249,-99.211421,158082
"Meade County","SD",44.605282,-102.714169,2162888
"Meagher County","MT",46.5857,-110.92174,117775
"Mecklenburg County","NC",35.246862,-80.833832,81471897
"Mecklenburg County","VA",36.687256,-78.368959,1717765
"Mecosta County","MI",43.635295,-85.332751,2386555
"Medina County","OH",41.116174,-81.899764,11798585
"Medina County","TX",29.353661,-99.111085,3305920
"Meeker County","MN",45.123155,-94.527346,1847435
"Meigs County","OH",39.089807,-82.028397,1263376
"Meigs County","TN",35.512203,-84.816102,1033626
"Mellette County","SD",43.581334,-100.75521,173822
"Menard County","IL",40.022569,-89.794133,962433
"Menard County","TX",30.885268,-99.858861,161160
"Mendocino County","CA",39.432388,-123.442881,3977355
"Menominee County","MI",45.535568,-87.501457,1662959
"Menominee County","WI",44.991304,-88.669251,569901
"Merced County","CA",37.194806,-120.722802,22098819
"Mercer County","IL",41.205605,-90.74177,1138507
"Mercer County","MO",40.421413,-93.567631,212382
"Mercer County","ND",47.307147,-101.833328,832898
"Mercer County","NJ",40.282503,-74.703724,22758294
"Mercer County","OH",40.535333,-84.632059,3272039
"Mercer County","PA",41.300014,-80.252786,7018690
"Mercer County","WV",37.403448,-81.106456,4351782
"Meriwether County","GA",33.029267,-84.667058,1436139
"Merrick County","NE",41.16979,-98.031057,545955
"Merrimack County","NH",43.299579,-71.680041,7984858
"Mesa County","CO",39.019524,-108.460571,12196581
"Miami County","IN",40.772883,-86.044258,2912800
"Miami County","OH",40.053326,-84.228413,7965301
"Miami-Dade County","FL",25.616009,-80.50375,354641681
"Middlesex County","MA",42.481718,-71.394916,93503914
"Middlesex County","NJ",40.439621,-74.40743,59404338
"Middlesex County","VA",37.606975,-76.528082,477224
"Midland County","MI",43.648203,-84.379414,5385715
"Midland County","TX",31.814269,-102.002454,12854929
"Mifflin County","PA",40.601615,-77.651832,3750697
"Milam County","TX",30.791242,-96.984395,1709930
"Millard County","UT",38.956744,-113.133092,1049054
"Mille Lacs County","MN",45.929043,-93.632996,2200257
"Miller County","AR",33.305505,-93.901502,3079112
"Miller County","GA",31.162931,-84.730398,582464
"Miller County","MO",38.21668,-92.429876,1965194
"Mills County","IA",41.033703,-95.619101,1094318
"Mills County","TX",31.494888,-98.594623,446638
"Milwaukee County","WI",42.912643,-87.862312,83263990
"Miner County","SD",44.021541,-97.608122,179122
"Mineral County","CO",37.549067,-107.003236,65687
"Mineral County","MT",47.129687,-115.085385,285261
"Mineral County","NV",38.516647,-118.416279,285274
"Mineral County","WV",39.404781,-78.95669,2276507
"Mingo County","WV",37.721161,-82.158989,2160072
"Minidoka County","ID",42.857211,-113.63984,1516948
"Minnehaha County","SD",43.667472,-96.795726,20037559
"Missaukee County","MI",44.325424,-85.085471,903293
"Mississippi County","AR",35.766944,-90.052207,4233451
"Mississippi County","MO",36.826264,-89.295929,1074181
"Missoula County","MT",47.027263,-113.892691,7599285
"Mitchell County","GA",31.228997,-84.192038,1605355
"Mitchell County","IA",43.348564,-92.784466,851475
